,judges_last_name,judges_first_name,law school,grad year,elect,military,ADA,APD,Prof,female,CC,SC-AJ,SC,SC-AJ & SC,start year,nycourts,ballotpedia,1976,1980,1981,1984,1985,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,retired,arrested,lost-reelection,died,left,appointed-to-other-depart,contested
404,             mcginty ,,fordham,1991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,               mckay ,,nyu,1969,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1992,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,           mckeighan ,,nyu,1988,,,,,,0.0,1.0,0.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,           mckeighen ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,              mckeon ,,duquesne,1978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,           mclaughin ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,          mclaughlin ,,georgetown,1972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1986,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,              mcleod ,,buffalo,1974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,            mcnamara ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,            melendez ,,duke,1978,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,           melkonian ,,st.johns,1990,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,             merchan ,,hofstra,1994,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,             merrell ,,syracuse,1984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,             merrill ,,syracuse,1971,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1984,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422,               meyer ,,st.johns,1972,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1989,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,           michalski ,,buffalo,1987,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,              milano ,,albany,1979,,,,,,0.0,0.0,1.0,0.0,0.0,2008,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,             minardo ,,st.johns,1967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,             minarik ,,syracuse,1985,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,              modica ,,st.johns,1986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,           mogulescu ,,nyu,1968,,,,,,0.0,0.0,1.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,               molea ,,nyu,1969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2000,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,               mondo ,,cardoza,1982,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,               moore ,,memphis,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,               moran ,,syracuse,1984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,         morgenstern ,,cardoza,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,           morinello ,,clevelandst.,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436,              morris ,,cardoza,1995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,               morse ,,newengland,1978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,           moskowitz ,,columbia,1966,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1991,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439,            mountain ,,albany,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,              mullen ,,st.johns,1986,,,,,,1.0,0.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,              mullin ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,            mullings ,,columbia,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1995,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,               murad ,,newengland,1986,,,,,,0.0,0.0,0.0,1.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,              murphy ,,albany,1977,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,                naro ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,               neary ,,st.johns,1975,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,              nelson ,,columbia,1971,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1995,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,               nenno ,,buffalo,1973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1982,1.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,             nesbitt ,,syracuse,1977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
452,            newbauer ,,nyu,1983,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,              newman ,,nyu,1971,,,,,,1.0,0.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,            nicandri ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,             nichols ,,westernnewengland,1984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,             nicolai ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,              noonan ,,fordham,1975,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,               nunez ,,rutgers,1977,,,,,,1.0,0.0,1.0,0.0,0.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,              nuÂ¤ez ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,              nuÃ‘ez ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,              nuÃ±ez ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,             o'brien ,,st.johns,1981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
463,            o'connor ,,albany,1994,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,           o'donnell ,,st.johns,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1993,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,            o'rourke ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,                obus ,,columbia,1973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1993,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,               ohlig ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,                oing ,,nyu,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
469,              oliver ,,fordham,1977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,                 ort ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,                ozzi ,,nyu,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,               padro ,,nyu,1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,              padrÃ“ ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,              parker ,,pace,1981,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,                part ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,          pastoressa ,,brooklyn,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
477,            patsalos ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,               payne ,,howard,,,,,,,0.0,0.0,0.0,0.0,1.0,1999,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,             paynter ,,fordham,1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,                peck ,,st.johns,1966,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,             pelella ,,syracuse,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
482,                pera ,,unknown,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,               pesce ,,michiganst.,1969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1984,1.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,           piampiano ,,ohionorthern,1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,             pickett ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,            pickholz ,,kentst.,1975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,          pietruszka ,,syracuse,1981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,              pitaro ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,               pitts ,,st.johns,1981,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1992,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
490,              ploetz ,,buffalo,1982,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,              posner ,,nyu,1975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,              potter ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,              prager ,,cardoza,1989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,               price ,,nyu,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1981,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,            pritzker ,,st.johns,1986,,,,,,0.0,1.0,0.0,1.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,              pulver ,,albany,1968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1995,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
497,               punch ,,dayton,1980,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1990,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,              raciti ,,newengland,1977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1998,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,               ramos ,,fordham,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1988,1.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,             randall ,,syracuse,1983,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,           rappaport ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,             redmond ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,                reed ,,buffalo,1986,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
506,           reichbach ,,columbia,1970,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1998,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
510,               reitz ,,thomascooley,1989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,renzi,,emory,1984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,             resnick ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,              resnik ,,unknown,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,             richard ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
